Id,Names,Hair_Color,Gender,Tags
379,Sasori,Red Hair,Male,"['Adult', 'Ninja', 'Poison User', 'Puppeteer']"
380,Toge INUMAKI,,Male,"['Exorcist', 'Face Markings', 'Teenager']"
381,Truck-kun,A Dark Rabbit Has Seven Lives,,"['1-nen A-gumi no Monster', 'Accomplishments of the Duke’s Daughter (Light Novel)', 'A Dating Sim of Life or Death', 'A House Near The Station with A Wizard', 'AI07', 'Ajin', 'Akumetsu', 'Akuyaku Reijou ni Narimashita.', 'Akuyaku Reijou Tensei Oji-san', 'Akuyaku Reijou wa Kiraware Kizoku ni Koi wo suru', 'Aliens', 'Armage', 'A Sea of Conflicts', 'Ashita, Kimi ni Aetara', 'As You Wish, My Lady', 'At the End of the Road', 'Baki Gaiden: Retsu Kaioh Isekai Tensei Shitemo Ikkou Kamawan!', 'Baron: The Cat Returns', 'Bastard', 'Beatrice', ""Be King's Daughter Someday"", 'BLACK999', 'Black Jack', 'Bokura no Negai', 'Boy From the Future', 'Butsuri-san de Musou Shitetara Motemote ni Narimashita', 'Butsuri-san de Musou Shitetara Motemote ni Narimashita (Light Novel)', 'Cafe Occult', 'Cat System: The Emperor Is a Cat Lover', 'Cat vs. Dog', 'Caught by the Villain', 'Cheating Men Must Die', 'Chibiki no Iwa', 'Children', 'Chronicles of an Aristocrat Reborn in Another World', 'Complex', 'Corridor of Mirs', 'Criminale!', 'Daijukai no Monster Partner: Jouka Skill de Mamono Hogo Seikatsu', 'Death Note', 'Deathscythe Pururun', 'Demon Queen Just Wants to Make Peace', 'Devil Devil', ""Didn't I Say to Make My Abilities Average in the Next Life?!"", 'Digitalis', 'Doku Mushi', 'Dokuzetsu Shitsuji: Earl Grey wa Koi no Tsundere Aji de', 'Doll-Kara', 'Duel!', 'Elqueeness', 'Escape Room', 'Final Fantasy: Lost Stranger', 'Flying Over a Thousand Mountains to Love You', 'Fly Me to the Moon', 'Franken Fran Frantic', 'Fuuka', 'Gakuen Mono no Otome Game no Sekai ni Tensei Shita kedo, Cheat-mochi no Haikei Danshi Seito datta you desu', 'Gal Tensei: Isekai Seikatsu Maji Darui', 'Ghost in Your Heart', 'Ghost Theater', 'Ginga Legend Weed', 'Girl Reborn', 'God-Level Takeout Man', 'Goodbye! I’m Being Reincarnated!', 'Goodbye, In-Law!', 'Good Night World', 'Gravitation EX', 'Half & Half (One Shot)', 'Hana mo Kimi wo Miteru', 'Handsome & Cute', 'Hankon', 'Hapiel', 'Happy Sugar Life', 'Hariko no Otome', 'Hariko no Otome (Light Novel)', 'Haruko Unbreakable!', 'Heaven!! (Shizuru SEINO)', 'He, Him & Us', 'Hellper', 'Henshuu-sha Momii no Dai Bouken', 'Herscherik: Tensei Ouji no Eiyuutan', 'High-Risk Mission Therapy', 'Highschool Lunch Dad', 'Hitman', 'Honki Daseba Omae Koroseru', 'Honki de Nakechau Koi', 'How to Be God', 'Huh? I’m just a normal girl!', 'I Am Not the Demon Lord', 'I Bid You Adieu', 'Idol Manager In Another World', ""I Guess I Became the Mother of the Great Demon King's 10 Children in Another World"", 'I Have Something to Tell You', 'I Hear the Sunspot: Theory of Happiness', 'Ikemen Maid wa Akuyaku Reijou wo Sukuu', 'Iketeru Futari', 'Imperfect Girl', 'I’m Ready for Divorce! (Novel)', ""I'm the Hero, but the Demon Lord's Also Me"", ""I'm the Villainess, So I'm Taming the Final Boss"", 'Infinite Dendrogram (Light Novel)', 'Infinite Viral Infection', 'In/Spectre', 'Into the Deepest, Most Unknowable Dungeon', 'Into the Depths', 'Invasion of the Immortal Emperor', 'Isekai de Saikyou no Tsue ni Tensei shita Ore ga Iyagaru Shoujo wo Muriyari Mahou Shoujo ni P suru!', 'Isekai Furin: Maou Toubatsu kara Juunen, Tsuma to wa Resu no Moto Yuusha to, Otto wo Nakushita Onna Senshi', 'Isekai Houtei: Rebuttal Barrister', 'Isekai Kenkokuki', 'Isekai Kenkokuki (Light Novel)', 'Isekai ni Otosareta… Jouka wa Kihon!', 'Isekai of the Dead: Konbini Tenin no Ore ga Tenseishite Zombie to Tatakautte Maji!?', 'Isekai Shikkaku', 'Isekai Shoukan-sareta ga Kyousei Soukan-sareta Ore ha shikatanaku yaseru koto ni shita.', 'Isekai Shuppun no Henshuu-san', 'Isekai Tensei Kabushikigaisha: Anshinanzen na Tensei Life, Teikyoushimasu', 'Isekai Tensei Truck', 'Isekai Tensei Yuri Anthology', 'Isekai wo Vibrator dake de Ikinuku', 'I Was Reincarnated as the Villainess in an Otome Game but the Boys Love Me Anyway!', 'I Was Reincarnated in Another World and Auctioned off as a Slave', 'I Woke Up 20 Years Later!', 'Jichou Shinai Motoyuusha no Tsuyokute Tanoshii New Game', 'JK Haru is a Sex Worker in Another World', 'JK Haru is a Sex Worker in Another World (Light Novel)', 'Kami no Techigai de Shindara Zumi de Isekai ni Hourikomare Mashita', 'Kami no Techigai de Shindara Zumi de Isekai ni Hourikomare Mashita (Light Novel)', 'Kami-sama no Ekohiiki', 'Kanako no Saihate', 'Kanojo no Yogen', 'Kijin Gahou', 'Kikaku Hazure no Eiyuu ni Sodaterareta, Joushiki Hazure no Mahou Kenshi', 'Kikaku Hazure no Eiyuu ni Sodaterareta, Joushiki Hazure no Mahou Kenshi (Light Novel)', 'Killing Stalking', 'Kimi ga Shinu Made ato 100Nichi', 'Kimi to Koukan', ""Knight's & Magic"", 'Kyou kara Ore wa!!', 'Lady Justice', 'Lady Rose wa Heimin ni Naritai', 'Life Company', 'Love Comedy Manga ni Haitteshimatta node, Oshi no Make Heroine wo Zenryoku de Shiawase ni Suru (Light Novel)', 'Lovely Angel', 'Love Tyrant', 'Magu-chan: God of Destruction', 'Maou-sama ni Parfait wo Tsukuttara Yorokobaremashita', 'Masked Ambition: Death Ballade', 'Metropolitan System', 'Metropolitan System (Novel)', 'Midara na Jakyou ni Sukuu Mono', 'Misa-chan', 'Miyuki', 'Mizuno and Chayama', 'Multi-Mind Mayhem: Isekai Tensei Soudouki', 'Murabito desu ga Nani ka?', 'Mushoku Tensei: Jobless Reincarnation', 'Mutant Sabu', 'My Civil Servant Life Reborn in the Strange World (Novel)', 'My Dad Is Too Strong', 'My Quiet Blacksmith Life in Another World', 'My Return to 2007', 'My Sweetest You', 'Nanchatte Cinderella: Oukyuu Inbou Hen - Isekai de, Outaishihi Hajimemashita.', 'Nekojiru Dango', 'Neolithic Girl', 'Newlyweds in Charge of Infrastructure', 'Nietzsche-sensei: Conbini ni, Satori Sedai no Shinjin ga Maiorita', 'Okitara 20-nengo Nan desu kedo! Akuyaku Reijou no Sono Ato no Sono Ato Kara (Light Novel)', 'Oroka na Tenshi wa Akuma to Odoru', 'Otome no Harawata Hoshi no Iro', 'Ouji-sama mo Kabocha no Basha mo', 'Our Pure and Ambiguous Romance', 'Ozland', 'Pampering the Barbarous Niece', 'Pops (Shinkai INOUE)', 'Pumpkin Night', 'Raqiya: The New Book of Revelation', 'Reijou Tensei Oji-san', 'Rekishi ni Nokoru Akujo ni Naru zo: Akuyaku Reijou ni naru hodo Ouji no Dekiai wa Kasoku suru you desu!', 'Re:Marina', 'Sacchi Sarenai Saikyou Shoku Rule Breaker', 'Saike Mata Shite mo', 'Saikyou Juzoku Tensei: Cheat Majutsushi no Slow Life (Light Novel)', 'Saikyou Juzoku Tensei: Majutsu Otaku no Utopia', 'Samurai Chichi', 'Scent', 'Second Break!!', 'Seichou Cheat de Nandemo Dekiru you ni Natta ga, Mushoku dake wa Yamerarenai you desu', 'Seirei Gensouki: Spirit Chronicles', 'Shaman King', 'Shigahime', 'Shiroi Heya no Futari', 'Shishunki Bitter Change', 'Shoudou (Hamachi YAMADA)', 'Silent Kiss', 'Sixth Sense Kiss', 'Smell Fetish', 'Snare', 'Something’s Wrong With Us', 'So Pure, So Flirtatious (Novel)', 'Soukyuu no Shihaisha: Isekai ni Tensei Shitara Sekai no Oppai wa Ore no Mono!', 'Stage S', 'Steel', 'Summoning a BL Fan to Another World', 'Sundome!! Milky Way', 'Supreme Yanluo System']"
382,Yu KANDA,Blue Hair,Male,"['Demon Hunter', 'Exorcist', 'Hot-Headed', 'Ponytail', 'Sword Fighter', 'Tattoo', 'Teenager']"
383,Koneko TOUJOU,White Hair,Female,"['Demon', 'High School Student', 'Kuudere', 'Stoic', 'Teenager']"
384,Kaguya SHINOMIYA,Black Hair,Female,"['Analytical', 'Big Ego', 'Hair Ribbons', 'High School Student', 'Ponytail', 'Student Council', 'Teenager', 'Wealthy']"
385,Mafuyu SATO,Orange Hair,Male,"['Airhead', 'Band Member', 'Gay', 'Guitarist', 'High School Student', 'LGBT+', 'Musician', 'Part Time Employee', 'Singer', 'Teenager']"
386,Silica,Brown Hair,Female,"['Armor', 'Gloves', 'Hair Ribbons', 'Knife Fighter', 'Monster Tamer', 'Person in a Strange World', 'Pigtails', 'Teenager', 'Video Gamer', 'Warrior']"
387,Kagura,Red Hair,Female,"['Alien', 'Big Eater', 'Hair Buns', 'Poor', 'Teenager', 'Tomboy', 'Verbal Tic']"
388,Lisbeth,Pink Hair,Female,"['Blacksmith', 'Freckles', 'Person in a Strange World', 'Teenager', 'Video Gamer']"
389,Youhei SUNOHARA,Blonde Hair,Male,"['Airhead', 'Delinquent', 'Flirt', 'Hyperactive']"
390,Shuhei HISAGI,Black Hair,Male,"['Agent of the Afterlife', 'Chain Fighter', 'Choker', 'Scar', 'Scythe Wielder', 'Shinigami', 'Tattoo']"
391,Suguha KIRIGAYA,Black Hair,Female,"['Magic User', 'Martial Artist', 'Middle School Student', 'Sword Fighter', 'Teenager', 'Video Gamer']"
392,Clare,Blonde Hair,Female,"['Cape', 'Demon Hunter', 'Stoic', 'Sword Fighter', 'Vengeful', 'Warrior']"
393,Jotaro KUJO,Black Hair,Male,"['Hat', 'Muscular', 'Piercings', 'Smoker']"
394,Tenten,Brown Hair,Female,"['Hair Buns', 'Headband', 'Ninja', 'Weapon Master']"
395,Rei MIYAMOTO,Brown Hair,Female,"['High School Student', 'Lancer', 'Ponytail', 'Teenager']"
396,Akatsuki,Purple Hair,Female,"['Adult', 'Person in a Strange World', 'Ponytail', 'Sword Fighter', 'Video Gamer']"
397,Lust,Black Hair,Female,"['Claw Weapons', 'Femme Fatale', 'Gloves', 'Immortal', 'Sadistic', 'Superpowers']"
398,Agil,,Male,"['Adult', 'Axe Wielder', 'Bald', 'Dark-skinned', 'Facial Hair', 'Merchant', 'Muscular', 'Person in a Strange World', 'Piercings', 'Video Gamer', 'Warrior']"
399,Hidan,Grey Hair,Male,"['Adult', 'Hot-Headed', 'Masochistic', 'Ninja', 'Sadistic', 'Scythe Wielder']"
400,Momonga,,Male,"['Analytical', 'Elemental Powers', 'Hat', 'Lightning Powers', 'Magic User', 'Necromancer', 'Person in a Strange World', 'Skeleton', 'Staff Wielder', 'Summoners', 'Teleportation Powers', 'Video Gamer']"
401,Shigeo KAGEYAMA,Black Hair,Male,"['Bowl Cut', 'Dandere', 'Middle School Student', 'Pacifist', 'Psychic Powers', 'Shy', 'Superpowers', 'Teenager']"
402,Jin,Black Hair,Male,"['Adult', 'Glasses', 'Photographic Memory', 'Ponytail', 'Samurai', 'Traveler']"
403,Migi,Shared Body,,['Parasyte -the maxim-']
404,Kagami HIIRAGI,Purple Hair,Female,"['Class Representative', 'Hair Ribbons', 'High School Student', 'Pigtails', 'Shrine Maiden', 'Teenager', 'Tsundere', 'Twin', 'Video Gamer']"
405,Chitoge KIRISAKI,Blonde Hair,Female,"['Deadly Chef', 'Hair Ribbons', 'High School Student', 'Hot-Headed', 'Teenager', 'Transfer Student', 'Tsundere', 'Wealthy']"
406,Madoka KANAME,Pink Hair,Female,"['Hair Ribbons', 'Magical Girl', 'Middle School Student', 'Pigtails', 'Teenager']"
407,Choji AKIMICHI,Brown Hair,Male,"['Big Eater', 'Face Markings', 'Headband', 'Ninja', 'Piercings']"
408,Kuroneko,Black Hair,Female,"['Artist', 'Cosplayer', 'Gothic Lolita', 'Mole', 'Otaku', 'Rosy Cheeks', 'Teenager']"
409,Kento NANAMI,Blonde Hair,Male,"['Adult', 'Exorcist', 'Sunglasses', 'Sword Fighter']"
410,Kaonashi,,Male,"['Big Eater', 'Youkai']"
411,Yumeko JABAMI,Black Hair,Female,"['Gambler', 'High School Student', 'Photographic Memory', 'Teenager', 'Transfer Student']"
412,Anko MITARASHI,Black Hair,Female,"['Adult', 'Beastmaster', 'Headband', 'Ninja', 'Tomboy']"
413,Hanako,Black Hair,Male,"['Ghost', 'Hat', 'Knife Fighter', 'Mischievous', 'Twin']"
414,Chizuru YOSHIDA,Brown Hair,Female,"['Athlete', 'Crybaby', 'High School Student', 'Teenager', 'Tomboy']"
415,Van HOHENHEIM,Blonde Hair,Male,"['Adult', 'Alchemist', 'Facial Hair', 'Glasses', 'Ponytail']"
416,Rena RYUUGUU,Brown Hair,Female,"['High School Student', 'Teenager', 'Verbal Tic']"
417,Keishin UKAI,Blonde Hair,Male,"['Adult', 'Headband', 'Piercings', 'Smoker', 'Team Coach']"
418,Black Hayate,Multicolored Hair,Male,"['Animal', 'Dog']"
419,Mayoi HACHIKUJI,Black Hair,Female,"['Bandages', 'Elementary School Student', 'Hair Ribbons', 'Headband', 'Mischievous', 'Pigtails', 'Snaggletooth']"
420,Shota KAZEHAYA,Black Hair,Male,"['Athlete', 'Baseball Player', 'High School Student', 'School Idol', 'Teenager']"
421,Mina ASHIDO,Pink Hair,Female,"['Exotic Eyes', 'High School Student', 'Horns', 'Superpowers', 'Teenager']"
422,Ein,Multicolored Hair,Male,"['Animal', 'Dog']"
423,Nagisa HAZUKI,Blonde Hair,Male,"['Athlete', 'High School Student', 'Hyperactive', 'Sweet Tooth', 'Swimmer', 'Teenager']"
424,Sophie HATTER,Multicolored Hair,Female,"['Braids', 'Cursebearer', 'Hair Ribbons', 'Ponytail', 'Tailor', 'Teenager']"
425,Arataka REIGEN,Blonde Hair,Male,"['Adult', 'Manipulative', 'Smoker']"
426,Jean HAVOC,Blonde Hair,Male,"['Adult', 'Gunslinger', 'Military', 'Smoker']"
427,Tatsumi,Brown Hair,Male,"['Assassin', 'Hair Antenna', 'Sword Fighter']"
428,Accelerator,White Hair,Male,"['Cannibal', 'Hot-Headed', 'Photographic Memory', 'Psychic Powers', 'Sadistic', 'Superpowers', 'Teenager']"
429,Elizabeth THOMPSON,Brown Hair,Female,"['Hat', 'Shapeshifter', 'Teenager']"
430,Ayato NAOI,Black Hair,Male,"['Big Ego', 'God Complex', 'Hat', 'Student Council']"
431,Leone,Blonde Hair,Female,"['Assassin', 'Heavy Drinker', 'Scantily-clad', 'Scarf']"
432,Bell CRANEL,White Hair,Male,"['Armor', 'Elemental Powers', 'Fire Powers', 'Knife Fighter', 'Magic User', 'Orphan', 'Poor', 'Teenager']"
433,Anya FORGER,Pink Hair,Female,"['Child', 'Psychic Powers']"
434,Kanna KAMUI,Multicolored Hair,Female,"['Dragon', 'Elementary School Student', 'Exotic Eyes', 'Hair Ribbons', 'Headband', 'Horns', 'Human Guise', 'Kuudere', 'Pigtails', 'Rosy Cheeks', 'Shapeshifter', 'Tail']"
435,Kisame HOSHIGAKI,Blue Hair,Male,"['Adult', 'Anti-Gravity Hair', 'Beastmaster', 'Elemental Powers', 'Headband', 'Ninja', 'Oversized Weapon', 'Sharp Teeth', 'Sword Fighter', 'Water Powers']"
436,Sousuke AIZEN,Brown Hair,Male,"['Agent of the Afterlife', 'Analytical', 'Combat Illusionist', 'Glasses', 'Invisibility Powers', 'Shinigami', 'Sword Fighter']"
437,Emilia,Grey Hair,Female,"['Braids', 'Elemental Powers', 'Elf', 'Half-Breed', 'Ice Powers', 'Magic User', 'Pointy Ears', 'Spirit Seer']"
438,Saya TAKAGI,Pink Hair,Female,"['Analytical', 'Bossy', 'Glasses', 'Hair Ribbons', 'High School Student', 'Pigtails', 'Snaggletooth', 'Teenager', 'Tsundere', 'Wealthy']"
439,Sanae FURUKAWA,Brown Hair,Female,"['Adult', 'Cook', 'Hair Antenna', 'Hair Ribbons', 'Merchant', 'Ponytail']"
440,Mai SAKURAJIMA,Black Hair,Female,"['Actor', 'High School Student', 'Teenager']"
441,Master Roshi,,Male,"['Bald', 'Breathtaking Beard', 'Cane', 'Elderly', 'Facial Hair', 'Magnificent Mustache', 'Martial Artist', 'Pervert', 'Sunglasses']"
442,Kurenai YUHI,Black Hair,Female,"['Adult', 'Combat Illusionist', 'Exotic Eyes', 'Headband', 'Ninja']"
443,Dabi,Black Hair,Male,"['Elemental Powers', 'Fire Powers', 'Piercings', 'Scar', 'Superpowers']"
444,Shiroe,Blue Hair,Male,"['Adult', 'Analytical', 'Cape', 'Glasses', 'Hair Antenna', 'Magic User', 'Person in a Strange World', 'University Student', 'Video Gamer']"
445,Sango,Brown Hair,Female,"['Oversized Weapon', 'Scar', 'Teenager', 'Traveler', 'Vengeful', 'Warrior']"
446,Lan Fan,Black Hair,Female,"['Explosives Expert', 'Foreigner', 'Gloves', 'Martial Artist', 'Ninja', 'Teenager']"
447,Yona,Red Hair,Female,"['Archer', 'Orphan', 'Royalty', 'Teenager', 'Traveler']"
448,Kyouko KIRIGIRI,Grey Hair,Female,"['Analytical', 'Braids', 'Hair Ribbons', 'High School Student', 'Kuudere', 'Stoic']"
449,Kou MABUCHI,Black Hair,Male,"['Class Representative', 'High School Student', 'Teenager']"
450,Mine,Pink Hair,Female,"['Assassin', 'Gunslinger', 'Pigtails', 'Tsundere']"
451,Nao TOMORI,White Hair,Female,"['Cameraman', 'High School Student', 'Invisibility Powers', 'Student Council', 'Superpowers', 'Teenager']"
452,Tadashi YAMAGUCHI,Black Hair,Male,"['Athlete', 'Freckles', 'Hair Antenna', 'High School Student', 'Teenager', 'Volleyball Player']"
453,Soifon,Black Hair,Female,"['Agent of the Afterlife', 'Assassin', 'Elemental Powers', 'Martial Artist', 'Poison User', 'Shinigami', 'Sword Fighter', 'Tomboy', 'Wind Powers']"
454,Issei HYOUDOU,Brown Hair,Male,"['Demon', 'High School Student', 'Pervert', 'Power Suit', 'Teenager']"
455,Jin-Woo SUNG,Black Hair,Male,"['Adult', 'Analytical', 'Bloodthirsty', 'Charismatic', 'Hunter', 'Knife Fighter', 'Magic User', 'Poison User', 'Ruthless', 'Superpowers']"
456,Shinoa HIRAGI,Purple Hair,Female,"['Hair Ribbons', 'Military', 'Mischievous', 'Scythe Wielder', 'Teenager']"
457,Shinji IKARI,Brown Hair,Male,"['Mecha Pilot', 'Middle School Student', 'Shy', 'Teenager', 'Transfer Student']"
458,Hestia,Black Hair,Female,"['Big Eater', 'Deity', 'Gloves', 'Hair Ribbons', 'Part Time Employee', 'Pigtails', 'Poor']"
459,Chuuya NAKAHARA,Orange Hair,Male,"['Adult', 'Choker', 'Gangster', 'Gloves', 'Gravity Manipulator', 'Hat', 'Hot-Headed', 'Superpowers']"
460,Gamabunta,,Male,"['Animal', 'Frog', 'Ninja', 'Pipe', 'Scar', 'Smoker']"
461,Kushina,Red Hair,Female,"['Ninja', 'Verbal Tic']"
462,Shino ASADA,Black Hair,Female,"['Glasses', 'Gunslinger', 'High School Student', 'Scarf', 'Sniper', 'Teenager', 'Video Gamer']"
463,Whitebeard,White Hair,Male,"['Abnormally Tall', 'Bandana', 'Elderly', 'Facial Hair', 'Honorable Fighter', 'Lancer', 'Magnificent Mustache', 'Orphan', 'Oversized Weapon', 'Pirate', 'Sailor', 'Scar', 'Superpowers']"
464,Yuichiro HYAKUYA,Black Hair,Male,"['Military', 'Orphan', 'Sword Fighter', 'Teenager', 'Vampire Hunter', 'Vengeful']"
465,Killer B,White Hair,Male,"['Adult', 'Dark-skinned', 'Face Markings', 'Facial Hair', 'Headband', 'Muscular', 'Ninja', 'Scarf', 'Singer', 'Sunglasses', 'Tattoo']"
466,Yukino YUKINOSHITA,Grey Hair,Female,"['Club President', 'Hair Ribbons', 'High School Student', 'Teenager', 'Wealthy']"
467,Diane,Brown Hair,Female,"['Earth Powers', 'Elemental Powers', 'Giant', 'Gloves', 'Hammer Wielder', 'Magic User', 'Oversized Weapon', 'Pigtails', 'Rosy Cheeks', 'Tattoo', 'Warrior']"
468,Kirara,Blonde Hair,Female,"['Animal', 'Cat', 'Elemental Powers', 'Fire Powers', 'Nekomata', 'Youkai']"
469,Ryomen Sukuna,Brown Hair,Male,"['Cruel', 'Demon', 'Face Markings', 'Ruthless', 'Shared Body']"
470,Miroku,Black Hair,Male,"['Cursebearer', 'Exorcist', 'Monk', 'Pervert', 'Piercings', 'Staff Wielder', 'Teenager', 'Traveler', 'Vengeful']"
471,Brock,Brown Hair,Male,"['Closed Eyes', 'Cook', 'Dark-skinned', 'Doctor', 'Flirt', 'Monster Tamer', 'Teenager', 'Traveler']"
472,Kyoko SAKURA,Red Hair,Female,"['Big Eater', 'Hair Ribbons', 'Lancer', 'Magical Girl', 'Middle School Student', 'Ponytail', 'Snaggletooth', 'Teenager']"
473,Himiko TOGA,Blonde Hair,Female,"['Assassin', 'Bloodthirsty', 'Hair Buns', 'Knife Fighter', 'Sharp Teeth', 'Superpowers', 'Teenager']"
474,Kiyotaka AYANOKOUJI,Brown Hair,Male,"['Analytical', 'High School Student', 'Stoic', 'Teenager']"
475,Jet BLACK,Black Hair,Male,"['Adult', 'Artificial Limb', 'Bounty Hunter', 'Cyborg', 'Facial Hair', 'Scar', 'Smoker']"
476,Cloud STRIFE,Blonde Hair,Male,"['Adult', 'Oversized Weapon', 'Sword Fighter', 'Warrior']"
477,Nanami MOMOZONO,Brown Hair,Female,"['Deity', 'High School Student', 'Poor', 'Rosy Cheeks', 'Teenager']"
478,Kurumi TOKISAKI,Black Hair,Female,"['Blinding Bangs', 'Darkness Powers', 'Elemental Powers', 'Gothic Lolita', 'Gunslinger', 'Heterochromia', 'High School Student', 'Pigtails', 'Sadistic', 'Time Manipulator', 'Transfer Student']"
479,Kazuma SATOU,Brown Hair,Male,"['Analytical', 'Magic User', 'NEET', 'Person in a Strange World', 'Pervert', 'Teenager', 'Thief']"
480,Eiji OKUMURA,Black Hair,Male,"['Foreigner', 'Photographer', 'Reporter', 'University Student']"
481,Atsushi NAKAJIMA,Grey Hair,Male,"['Gloves', 'Orphan', 'Shapeshifter', 'Superpowers', 'Suspenders', 'Teenager']"
482,Kousei ARIMA,Black Hair,Male,"['Glasses', 'Middle School Student', 'Musician', 'Pianist', 'Teenager']"
483,Chrollo LUCILFER,Black Hair,Male,"['Adult', 'Charismatic', 'Piercings', 'Superpowers', 'Tattoo', 'Thief']"
484,Kyouko HORI,Brown Hair,Female,"['High School Student', 'Teenager']"
485,Aladdin,Blue Hair,Male,"['Bandages', 'Barefoot', 'Big Eater', 'Braids', 'Child', 'Magic User', 'Pervert', 'Rapunzel Hair', 'Summoners', 'Traveler', 'Turban']"
486,Shinji HIRAKO,Blonde Hair,Male,"['Combat Illusionist', 'Kansai Dialect', 'Sword Fighter']"
487,Albedo,Black Hair,Female,"['Artificial Intelligence (AI)', 'Axe Wielder', 'Hair Antenna', 'Horns', 'Succubus', 'Teleportation Powers', 'Wings']"
488,Koutarou BOKUTO,Multicolored Hair,Male,"['Airhead', 'Athlete', 'High School Student', 'Team Captain', 'Teenager', 'Volleyball Player']"
489,Bardroy,Blonde Hair,Male,"['Adult', 'Cook', 'Goggles', 'Smoker']"
490,Yamato,Brown Hair,Male,"['Adult', 'Elemental Powers', 'Headband', 'Nature Powers', 'Ninja']"
491,Reiner BRAUN,Blonde Hair,Male,"['Military', 'Muscular', 'Sword Fighter']"
492,Ayato KIRISHIMA,Blue Hair,Male,"['Bloodthirsty', 'Exotic Eyes', 'God Complex', 'Monster', 'Piercings', 'Scarf']"
493,Zen WISTERIA,White Hair,Male,"['Royalty', 'Sword Fighter', 'Teenager']"
494,Pakkun,Brown Hair,Male,"['Animal', 'Bandages', 'Dog', 'Headband', 'Ninja']"
495,Haruko HARUHARA,Pink Hair,Female,"['Alien', 'Flirt', 'Manipulative', 'Selfish', 'Unconventional Weapon']"
496,Aquarius,Turquoise Hair,Female,"['Big Ego', 'Circlet', 'Elemental Powers', 'Hot-Headed', 'Magical Familiar', 'Mermaid', 'Water Powers']"
497,Shinra KISHITANI,Black Hair,Male,"['Adult', 'Doctor', 'Glasses', 'Scientist']"
498,Bishamonten,Blonde Hair,Female,"['Deity', 'Rapunzel Hair', 'Scantily-clad', 'Vengeful', 'Warrior', 'Weapon Master']"
499,Shizuka MARIKAWA,Blonde Hair,Female,"['Adult', 'Airhead', 'Hair Ribbons', 'Nurse']"
500,Mion SONOZAKI,Green Hair,Female,"['Class Representative', 'High School Student', 'Mischievous', 'Ponytail', 'Tattoo', 'Teenager', 'Tomboy', 'Twin', 'Wealthy']"
501,Ritsuka UENOYAMA,Black Hair,Male,"['Athlete', 'Band Member', 'Basketball Player', 'Guitarist', 'High School Student', 'LGBT+', 'Musician', 'Part Time Employee', 'Teenager']"
502,Yu ISHIGAMI,Black Hair,Male,"['Blinding Bangs', 'High School Student', 'Otaku', 'Student Council', 'Teenager', 'Video Gamer', 'Wealthy']"
503,Stephanie DOLA,Red Hair,Female,"['Airhead', 'Frequently-Naked', 'Gambler', 'Rosy Cheeks', 'Royalty', 'Teenager']"
504,Aqua,Blue Hair,Female,"['Choker', 'Crybaby', 'Deity', 'Elemental Powers', 'Healing Powers', 'Magic User', 'Ponytail', 'Water Powers']"
505,Kaname CHIDORI,Blue Hair,Female,"['Athlete', 'Class Representative', 'Hair Ribbons', 'High School Student', 'Hot-Headed', 'Student Council', 'Teenager', 'Tsundere']"
506,Yukiteru AMANO,Black Hair,Male,"['Hat', 'Middle School Student', 'Superpowers', 'Teenager']"
507,Mavis VERMILION,Blonde Hair,Female,"['Barefoot', 'Guild Master', 'Invisibility Powers', 'Magic User']"
508,Satoru FUJINUMA,Black Hair,Male,"['Analytical', 'Time Traveler']"
509,Yor BRIAR,Black Hair,Female,"['Adult', 'Assassin', 'Deadly Chef', 'Headband', 'Secret Identity']"
510,Maki ZEN'IN,Green Hair,Female,"['Exorcist', 'Glasses', 'Martial Artist', 'Ponytail', 'Teenager', 'Twin', 'Weapon Master']"
511,Loid FORGER,Blonde Hair,Male,"['Adult', 'Analytical', 'Gloves', 'Photographic Memory', 'Secret Identity', 'Spy']"
512,Chelsea,Orange Hair,Female,"['Assassin', 'Headphones', 'Shapeshifter', 'Sweet Tooth']"
513,Rider,Red Hair,Male,"['Armor', 'Breathtaking Beard', 'Cape', 'Charismatic', 'Facial Hair', 'Historical Figure', 'Immortal', 'Magical Familiar', 'Muscular', 'Royalty', 'Scar', 'Warrior']"
514,Plue,White Hair,,['Big Nose']
515,Satsuki KIRYUUIN,Black Hair,Female,"['Charismatic', 'Epic Eyebrows', 'High School Student', 'Ojou-sama', 'Student Council', 'Sword Fighter', 'Teenager', 'Wealthy']"
516,Yuki CROSS,Brown Hair,Female,"['High School Student', 'Teenager']"
517,Ymir,Brown Hair,Female,"['Freckles', 'Lesbian', 'LGBT+', 'Military', 'Ponytail', 'Sword Fighter']"
518,Toshiro HIJIKATA,Black Hair,Male,"['Adult', 'Hot-Headed', 'Shinsengumi', 'Smoker']"
519,Shinichi IZUMI,Brown Hair,Male,"['High School Student', 'Shared Body', 'Teenager']"
520,Euphemia LI BRITANNIA,Pink Hair,Female,"['Choker', 'Hair Buns', 'Pacifist', 'Rapunzel Hair', 'Royalty', 'Teenager']"
521,Biscuit KRUEGER,,Female,"['Gloves', 'Hair Drills', 'Hair Ribbons', 'Superpowers', 'Treasure Hunter']"
522,Suzuha AMANE,Brown Hair,Female,"['Braids', 'Cyclist', 'Part Time Employee', 'Pigtails', 'Teenager']"
523,Tanaka,Grey Hair,Male,"['Butler', 'Elderly', 'Facial Hair', 'Monocle']"
